,hotel_name,rating,room_description,price,location_descirption,long_description
943,Express by gaiarooms,6.9,"Double Room with Shared Bathroom
1 double bed
Free cancellation
Only 1 room left at this price on our site","€ 1,207","Gràcia, BarcelonaShow on map1.8 km from centreMetro access","Set in a renovated classical building, Express by gaiarooms is centrally located in Barcelona’s Gracia district. It is 5 minutes’ walk from Passeig de Gracia Boulevard and offers free Wi-Fi throughout.

Featuring minimalist, elegant design, rooms at the Express by gaiarooms have central air conditioning and a flat-screen TV. They are also heated and have a safe. Most feature a private bathroom and some have shared bathroom facilities.

Many bars and restaurants in the trendy Gracia district are within a 5-minute walk of the Express guest house.

Express by gaiarooms is just 150 metres from Gracia FGC Train Station, while Fontana Metro Station is 500 metres away. You can reach La Rambla in 5 minutes by train."
944,BYPILLOW Mothern,8.1,"Budget Double Room
1 double bed","€ 1,448","Eixample, BarcelonaShow on map250 m from centreMetro accessBeach nearby","You're eligible for a Genius discount at BYPILLOW Mothern! To save at this property, all you have to do is sign in.
Situated just outside Barcelona’s central Plaza Catalunya Square, BYPILLLOW  Mothern  offers bright, air-conditioned rooms with free Wi-Fi and satellite TV. Buses to Barcelona Airport stop 100 metres away.

BYPILLLOW Mothern is situated next to Passeig de Gracia Boulevard, 600 metres from Gaudi’s famous Casa Batlló and a 5-minute walk from the Ramblas and the Gothic Quarter. Metro and regional train services stop at Catalunya Station, just 50 metres away.

 Set in a restored 19th century building, BYPILLLOW Mothern features simple and modern décor throughout. It has a 24-hour reception with a tour desk and ticket service.

You can work from the comfortable coworking space or terrace, or having a buffet breakfast in the dining room. You can also find a wide range of cafés, tapas bars and restaurants in the surrounding streets."
945,Montaber Apartment - Gracia,8.5,"Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 80m²
3 beds (1 double, 1 bunk bed, 1 sofa bed)
Only 1 left at this price on our site","€ 2,840","Gràcia, BarcelonaShow on map2 km from centreMetro access","You're eligible for a Genius discount at Montaber Apartment - Gracia! To save at this property, all you have to do is sign in.
Located in Barcelona, 1.2 km from La Pedrera and 1.7 km from Casa Batllo, Montaber Apartment - Gracia offers air conditioning. Among the facilities at this property are a lift and private check-in and check-out, along with free WiFi throughout the property. The property is non-smoking and is situated 2.2 km from Passeig de Gracia.

The spacious apartment with a balcony and city views features 2 bedrooms, a living room, a flat-screen TV, an equipped kitchen with an oven and a microwave, and 2 bathrooms with a shower.

Popular points of interest near the apartment include Passeig de Gracia Metro Station, Sagrada Familia and Park Güell. The nearest airport is Barcelona El Prat Airport, 15 km from Montaber Apartment - Gracia."
946,Homenfun Barcelona Sagrada Familia Marina,6.8,"One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 60m²
2 beds (1 double, 1 sofa bed)
Only 1 left at this price on our site","€ 1,543","Eixample, BarcelonaShow on map1.8 km from centreMetro accessBeach nearby","Located in Barcelona in the Catalonia region, Homenfun Barcelona Sagrada Familia Marina features a balcony. The property is set 2.9 km from Somorrostro Beach, 2 km from Passeig de Gracia and 1.9 km from Passeig de Gracia Metro Station. Free WiFi is available throughout the property and Nova Icaria Beach is 2.7 km away.

All of the air-conditioned units feature a private bathroom, flat-screen TV, fully equipped kitchen and terrace.

Popular points of interest near the apartment include Sagrada Familia, Casa Batllo and La Pedrera. The nearest airport is Barcelona El Prat Airport, 15 km from Homenfun Barcelona Sagrada Familia Marina."
947,AB Eixample Viladomat,8.9,"Three-Bedroom Apartment
Entire apartment • 3 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 70m²
6 single beds
Only 1 left at this price on our site","€ 3,103","Eixample, BarcelonaShow on map1.5 km from centre","Set in Barcelona, 1.3 km from Sants Railway Station and 1.7 km from Magic Fountain of Montjuic, AB Eixample Viladomat offers spacious air-conditioned accommodation with a balcony and free WiFi. This sustainable apartment is located 1.8 km from Passeig de Gracia and 1.8 km from Passeig de Gracia Metro Station. The property is non-smoking and is located 1.6 km from Casa Batllo.

The 3-bedroom apartment is fitted with a living room with a TV, a fully equipped kitchen with an oven and a microwave, and 2 bathrooms with a hair dryer. Towels and bed linen are offered in the apartment.

Plaça Catalunya is 1.9 km from the apartment, while Tivoli Theatre is 2.7 km from the property. The nearest airport is Barcelona El Prat Airport, 11 km from AB Eixample Viladomat."
948,NH Collection Barcelona Gran Hotel Calderon,8.2,"Superior Double or Twin Room
Beds: 1 double or 2 singles","€ 3,048","Eixample, BarcelonaShow on map400 m from centreMetro accessBeach nearby","You're eligible for a Genius discount at NH Collection Barcelona Gran Hotel Calderon! To save at this property, all you have to do is sign in.
The elegant NH Collection Barcelona Gran Hotel Calderón has an excellent location just off Passeig de Gràcia Boulevard in central Barcelona. It has fitness centre and a year-round free rooftop pool with spectacular city views.

The air-conditioned rooms at the NH Collection Barcelona Gran Hotel Calderón feature free WiFi, a Nespresso machine and a private bathroom with a rain-effect shower and professional hairdryer.

Room service is also available 24 hours and the Eleven Bar serves cocktails and light snacks.

The breakfast buffet has a variety of high antioxidant dishes and a fresh juice corner. Breakfast can also be requested in your room, and a light early breakfast is available.

Staff in the Guest Relations department can help you throughout your stay and advise you on what to see and do in Barcelona.

The hotel is just one block away from Gaudí’s famous Casa Batlló. You can walk to the city’s Gothic Quarter in about 10 minutes."
949,Casa Cosi - Casanova 1,9.3,"Apartment
Entire apartment • 3 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 120m²
4 beds (1 single, 1 extra-large double, 1 sofa bed, 1 large double)
Only 1 left at this price on our site","€ 4,519","Eixample, BarcelonaShow on map1.1 km from centre","You're eligible for a Genius discount at Casa Cosi - Casanova 1! To save at this property, all you have to do is sign in.
Located in Barcelona, 1.3 km from Passeig de Gracia and 1.4 km from Plaça Catalunya, Casa Cosi - Casanova 1 offers air conditioning. This sustainable apartment is located 1.3 km from Passeig de Gracia Metro Station and 1.2 km from La Pedrera. Free WiFi is available throughout the property and Casa Batllo is 1 km away.

The spacious apartment is equipped with 3 separate bedrooms, 2 bathrooms, a fully equipped kitchen with a dining area and dishwasher, and a living room with a TV. The accommodation is non-smoking.

Popular points of interest near the apartment include Boqueria Market, Tivoli Theatre and Palau de la Musica Catalana. The nearest airport is Barcelona El Prat Airport, 12 km from Casa Cosi - Casanova 1."
950,B&B Boutique Ca La Maria,8.8,"Standard Double Room
1 large double bed
Breakfast included
Only 2 rooms left at this price on our site","€ 2,993","Eixample, BarcelonaShow on map1.4 km from centreMetro access","You're eligible for a Genius discount at B&B Boutique Ca La Maria! To save at this property, all you have to do is sign in.
Set next to Rambla Catalunya Street, Ca La Maria Barcelona is centrally located in Barcelona. The bed & breakfast offers rooms in a stylish apartment with free Wi-Fi and air conditioning.

Featuring high ceilings and modern décor, each room has a flat-screen TV. The private bathroom comes with a shower and some of them also include a bathtub.

Guests have access to a large wooden sun terrace, including a garden and a covered area with a dining table. There is also a spacious shared lounge. A breakfast buffet is available, as well as a bar where guests can get drinks and snacks.

Gaudi’s Pedrera Building is only 5 minutes’ walk from the bed & breakfast. There is a large variety of bars and restaurants in the area. Guests can find Diagonal Metro Station 300 metres from the property and Plaça Catalunya is 2 metro stops away."
951,Sonder La Casa del Sol,7.8,"Double Room
1 double bed
Only 1 room left at this price on our site","€ 1,582","Gràcia, BarcelonaShow on map2 km from centreMetro access","You're eligible for a Genius discount at Sonder La Casa del Sol! To save at this property, all you have to do is sign in.
A 10-minute walk from La Pedrera, Sonder l La Casa del Sol is situated in Barcelona and features rooms with free WiFi. Well set in the Gràcia district, this hotel offers rooms with balcony.

The units in the hotel are equipped with a flat-screen TV with free-to-air channels. All rooms have a private bathroom.

Sonder l La Casa del Sol offers a beautiful sun terrace.

Speaking English, Spanish, French and Catalan.

Casa Batllo is 1.3 km from the accommodation. The nearest airport is Barcelona El Prat Airport, 13 km from Sonder l La Casa del Sol."
952,Sonder La Casa del Sol,7.8,"Double Room
1 double bed
Only 1 room left at this price on our site","€ 1,582","Gràcia, BarcelonaShow on map2 km from centreMetro access","You're eligible for a Genius discount at Sonder La Casa del Sol! To save at this property, all you have to do is sign in.
A 10-minute walk from La Pedrera, Sonder l La Casa del Sol is situated in Barcelona and features rooms with free WiFi. Well set in the Gràcia district, this hotel offers rooms with balcony.

The units in the hotel are equipped with a flat-screen TV with free-to-air channels. All rooms have a private bathroom.

Sonder l La Casa del Sol offers a beautiful sun terrace.

Speaking English, Spanish, French and Catalan.

Casa Batllo is 1.3 km from the accommodation. The nearest airport is Barcelona El Prat Airport, 13 km from Sonder l La Casa del Sol."
953,NEW! Apartment in Sarria near Metro,6.4,"Apartment - Ground Floor
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 35m²
1 extra-large double bed
Free cancellation
Only 1 left at this price on our site","€ 1,391","Sarrià-St. Gervasi, BarcelonaShow on map3.6 km from centreMetro access","Located in Barcelona, 2.6 km from Camp Nou and 3.2 km from Sants Railway Station, NEW! Apartment in Sarria near Metro offers air conditioning. The property is around 3.9 km from La Pedrera, 4.1 km from Casa Batllo and 4.2 km from Magic Fountain of Montjuic. The property provides a 24-hour front desk and free WiFi is available throughout the property.

The apartment features 1 bedroom, a TV with satellite channels, a fully equipped kitchen with a microwave and a toaster, a washing machine, and 1 bathroom with a shower. Towels and bed linen are provided in the apartment. The accommodation is non-smoking.

Passeig de Gracia is 4.5 km from the apartment, while Park Güell is 4.5 km away. The nearest airport is Barcelona El Prat Airport, 13 km from NEW! Apartment in Sarria near Metro."
954,Comfy 4BD-2BTH with terrace in Plaza España,5.5,"Apartment
4 beds (2 singles, 2 doubles)
Free cancellation
Only 1 left at this price on our site","€ 3,987","Eixample, BarcelonaShow on map1.8 km from centreMetro accessBeach nearby","Located in Barcelona, 600 metres from Magic Fountain of Montjuic and 1.6 km from Sants Railway Station, Comfy 4BD-2BTH with terrace in Plaza España provides air-conditioned accommodation with a patio and free WiFi. It is set 2.2 km from Plaça Catalunya and features a lift. The property is non-smoking and is situated 2.2 km from Passeig de Gracia.

The spacious apartment is equipped with 4 bedrooms, a TV and a fully equipped kitchen that provides guests with an oven, a fridge, a washing machine, a stovetop and kitchenware. For added privacy, the accommodation features a private entrance.

Passeig de Gracia Metro Station is 2.3 km from the apartment, while Boqueria Market is 1.8 km away. The nearest airport is Barcelona El Prat Airport, 11 km from Comfy 4BD-2BTH with terrace in Plaza España."
955,My Space Barcelona Penthouse Terrace,5.5,"Three-Bedroom Apartment
Entire apartment • 3 bedrooms • 1 bathroom • 1 kitchen • 120m²
6 beds (4 singles, 2 doubles)
Free cancellation
Only 1 left at this price on our site","€ 3,226","Sarrià-St. Gervasi, BarcelonaShow on map3.4 km from centreMetro access","You're eligible for a Genius discount at My Space Barcelona Penthouse Terrace! To save at this property, all you have to do is sign in.
My Space Barcelona Attic offers a duplex apartment with a private terrace, 3 double bedrooms, and 2 complete bathrooms. Private parking is available on site and free WiFi is offered throughout the property.

Fitted with parquet flooring, the apartment comes with a fully-equipped kitchen including a dishwasher, an oven and a microwave; there is a washing machine, a dryer, and bed linen and towels are provided.

Shops and restaurants are in the surrounding streets,

The apartment is 10 minutes' walk from both Muntaner and La Bonanova Railway Stations, which will bring you to Barcelona City Centre within 30 minutes."
956,MR Peblenou,5.5,"One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom
1 double bed
Free cancellation
Only 1 left at this price on our site","€ 2,226","Sant Martí, BarcelonaShow on map3.1 km from centreMetro accessBeach nearby","MR Peblenou is located in the Sant Martí district of Barcelona, less than 1 km from Bogatell Beach, a 14-minute walk from Nova Mar Bella Beach and 2.5 km from Port Olimpic. The property is set 3.2 km from Sagrada Familia, 3.3 km from Santa Maria del Mar and 3.9 km from Picasso Museum. Free WiFi is available throughout the property and Mar Bella Beach is 800 metres away.

The air-conditioned apartment consists of 1 bedroom, a fully equipped kitchen and 1 bathroom. The accommodation is non-smoking.

Palau de la Musica Catalana is 3.9 km from the apartment, while Tivoli Theatre is 3.9 km away. The nearest airport is Barcelona El Prat Airport, 15 km from MR Peblenou."
957,Cozy Studio with Amazing Terrace near Plaza España,6.9,"Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 39m²
1 double bed
Free cancellation
Only 1 left at this price on our site","€ 3,704","Eixample, BarcelonaShow on map1.9 km from centreMetro access","Located in Barcelona, 1.1 km from Sants Railway Station and 1.1 km from Magic Fountain of Montjuic, Cozy Studio with Amazing Terrace near Plaza España provides air-conditioned accommodation with a terrace and free WiFi. It is situated 2.3 km from Passeig de Gracia Metro Station and offers a lift. The property is non-smoking and is set 2.2 km from Passeig de Gracia.

The apartment features 1 bedroom, a TV, a fully equipped kitchen with an oven and a microwave, a washing machine, and 1 bathroom with a shower. Towels and bed linen are provided in the apartment.

Casa Batllo is 2.4 km from the apartment, while Plaça Catalunya is 2.8 km away. The nearest airport is Barcelona El Prat Airport, 11 km from Cozy Studio with Amazing Terrace near Plaza España."
958,El Caliu,,"Double Room with Mountain View
1 double bed
Free cancellation
Only 1 room left at this price on our site",€ 576,BarcelonaShow on map29.3 km from centre,
959,Poblenou renovated 3BD next to the beach,7.0,"Apartment
4 beds (2 singles, 2 doubles)
Free cancellation
Only 1 left at this price on our site","€ 3,398","Sant Martí, BarcelonaShow on map2.1 km from centreMetro accessBeach nearby","You're eligible for a Genius discount at Poblenou renovated 3BD next to the beach! To save at this property, all you have to do is sign in.
Located in Barcelona, less than 1 km from Nova Icaria Beach and a 14-minute walk from Bogatell Beach, Poblenou renovated 3BD next to the beach provides air-conditioned accommodation with a patio and free WiFi. It is situated 1.4 km from Port Olimpic and offers a lift. The property is non-smoking and is set 1.5 km from Somorrostro Beach.

The spacious apartment comes with 3 bedrooms, a TV and a fully equipped kitchen that provides guests with an oven, a fridge, a washing machine, a stovetop and kitchenware. For added privacy, the accommodation features a private entrance.

Picasso Museum is 1.7 km from the apartment, while Santa Maria del Mar is 2 km away. The nearest airport is Barcelona El Prat Airport, 14 km from Poblenou renovated 3BD next to the beach."
960,Enjoy Apartments Royale,7.0,"Two-Bedroom Apartment
Entire apartment • 1 bedroom • 2 bathrooms • 90m²
1 double bed
Free cancellation
Only 1 left at this price on our site","€ 6,445","Gràcia, BarcelonaShow on map2.2 km from centreMetro access","Set in Barcelona, 1.6 km from Casa Batllo and 2.2 km from Passeig de Gracia, Enjoy Apartments Royale offers air conditioning. The property is around 2 km from Passeig de Gracia Metro Station, 1.9 km from Park Güell and 2.6 km from Plaça Catalunya. Free WiFi is available throughout the property and La Pedrera is 1.2 km away.

The spacious apartment is fitted with 1 bedroom, a fully equipped kitchen with a dishwasher, and 2 bathrooms. Towels and bed linen are offered in the apartment.

Palau de la Musica Catalana is 2.9 km from the apartment, while Tivoli Theatre is 2.9 km from the property. The nearest airport is Barcelona El Prat Airport, 14 km from Enjoy Apartments Royale."
961,My Space Barcelona Park Güell Apartments,5.9,"Duplex Apartment
Entire apartment • 3 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 100m²
5 beds (4 singles, 1 double)
Free cancellation
Only 2 left at this price on our site","€ 3,175","Sarrià-St. Gervasi, BarcelonaShow on map3 km from centreMetro access",
962,Comfortable 3BD in Poblenou next to the beach!,,"Apartment
3 beds (2 singles, 1 double)
Free cancellation
Only 1 left at this price on our site","€ 3,089","Sant Martí, BarcelonaShow on map2.1 km from centreMetro accessBeach nearby","You're eligible for a Genius discount at Comfortable 3BD in Poblenou next to the beach!! To save at this property, all you have to do is sign in.
Set in Barcelona, less than 1 km from Nova Icaria Beach and a 14-minute walk from Bogatell Beach, Comfortable 3BD in Poblenou next to the beach! offers air-conditioned accommodation with a patio and free WiFi. It is located 1.4 km from Port Olimpic and features a lift. The property is non-smoking and is situated 1.5 km from Somorrostro Beach.

The spacious apartment is fitted with 2 bedrooms, a TV and a fully equipped kitchen that provides guests with an oven, a microwave, a washing machine, a fridge and a stovetop. For added privacy, the accommodation features a private entrance.

Picasso Museum is 1.7 km from the apartment, while Santa Maria del Mar is 2 km away. The nearest airport is Barcelona El Prat Airport, 14 km from Comfortable 3BD in Poblenou next to the beach!."
963,"Piso Zona Plaza España, junto a Montjuic,",9.2,"Apartment
Entire apartment • 3 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 104m²
6 beds (4 singles, 1 double, 1 bunk bed)
Free cancellation
Only 1 left at this price on our site","€ 3,930","Sants-Montjuïc, BarcelonaShow on map2.6 km from centreMetro access","You're eligible for a Genius discount at Piso Zona Plaza España, junto a Montjuic,! To save at this property, all you have to do is sign in.
Located within the Sants-Montjuïc district in Barcelona, Piso Zona Plaza España, junto a Montjuic, has air conditioning, a balcony, and inner courtyard views. Among the facilities at this property are a 24-hour front desk and a tour desk, along with free WiFi throughout the property. The property is non-smoking and is situated 600 metres from Magic Fountain of Montjuic.

The spacious apartment with a terrace and city views features 3 bedrooms, a living room, a flat-screen TV, an equipped kitchen with an oven and a microwave, and 1 bathroom with a bidet. Towels and bed linen are provided in the apartment. For added privacy, the accommodation features a private entrance.

Sants Railway Station is 1.3 km from the apartment, while Palau Sant Jordi is 1.7 km away. The nearest airport is Barcelona El Prat Airport, 10 km from Piso Zona Plaza España, junto a Montjuic, ."
964,4bedroom apart with balcony in Las Ramblas 3-2,7.3,"Apartment
7 beds (6 singles, 1 double)
Free cancellation
Only 1 left at this price on our site","€ 4,384","Ciutat Vella, BarcelonaShow on map0.9 km from centreMetro accessBeach nearby","You're eligible for a Genius discount at 4bedroom apart with balcony in Las Ramblas 3-2! To save at this property, all you have to do is sign in.
Situated in the centre of Barcelona, 2.4 km from Sant Sebastian Beach and 2.4 km from Sant Miquel Beach, 4bedroom apart with balcony in Las Ramblas 3-2 offers free WiFi and air conditioning. Guests staying at this apartment have access to a patio. The property is non-smoking and is set 2.5 km from Somorrostro Beach.

The spacious apartment features 4 bedrooms, a TV and a fully equipped kitchen that provides guests with a dishwasher, an oven, a washing machine, a microwave and a fridge. Towels and bed linen are available in the apartment. For added privacy, the accommodation features a private entrance.

Popular points of interest near the apartment include Boqueria Market, Santa Maria del Mar and Picasso Museum. The nearest airport is Barcelona El Prat Airport, 12 km from 4bedroom apart with balcony in Las Ramblas 3-2."
965,Magnificent and Massive 5 Bedroom Family Apartment and Terrace,5.3,"Apartment
8 beds (6 singles, 2 doubles)
Free cancellation
Only 1 left at this price on our site","€ 6,549","Eixample, BarcelonaShow on map1.2 km from centreMetro accessBeach nearby","You're eligible for a Genius discount at Magnificent and Massive 5 Bedroom Family Apartment and Terrace! To save at this property, all you have to do is sign in.
Located in Barcelona, 1.4 km from Passeig de Gracia and 1.3 km from Passeig de Gracia Metro Station, Magnificent and Massive 5 Bedroom Family Apartment and Terrace provides air-conditioned accommodation with a patio and free WiFi. It is situated 1.4 km from Plaça Catalunya and offers a lift. The property is non-smoking and is set 1.6 km from Magic Fountain of Montjuic.

The spacious apartment comes with 5 bedrooms, a TV and a fully equipped kitchen that provides guests with a fridge, a stovetop, a washing machine and kitchenware. For added privacy, the accommodation features a private entrance.

Popular points of interest near the apartment include Sants Railway Station, Casa Batllo and Boqueria Market. The nearest airport is Barcelona El Prat Airport, 12 km from Magnificent and Massive 5 Bedroom Family Apartment and Terrace."
966,Bright 4BD with terrace near Arc de Triomf,8.0,"Apartment
4 beds (1 single, 2 doubles, 1 bunk bed)
Free cancellation
Only 1 left at this price on our site","€ 4,009","Eixample, BarcelonaShow on map1.1 km from centreMetro accessBeach nearby","Featuring air-conditioned accommodation with a patio, Bright 4BD with terrace near Arc de Triomf is located in Barcelona. It is set 2.1 km from Somorrostro Beach and features a lift. The property is non-smoking and is situated 2.1 km from Nova Icaria Beach.

With free WiFi, this 4-bedroom apartment provides a TV, a washing machine and a fully equipped kitchen with a dishwasher and oven. For added privacy, the accommodation features a private entrance.

Popular points of interest near the apartment include Picasso Museum, Palau de la Musica Catalana and Tivoli Theatre. The nearest airport is Barcelona El Prat Airport, 14 km from Bright 4BD with terrace near Arc de Triomf."
967,Arc de Triomf Luxury Modern 2-Bedroom 2-Bathroom,6.5,"Apartment
2 beds (1 double, 1 large double)
Free cancellation
Only 1 left at this price on our site","€ 3,420","Eixample, BarcelonaShow on map1.3 km from centreMetro accessBeach nearby","Boasting air-conditioned accommodation with a patio, Arc de Triomf Luxury Modern 2-Bedroom 2-Bathroom is situated in Barcelona. It is located 2.3 km from Somorrostro Beach and offers a lift. The property is non-smoking and is set 2.3 km from Nova Icaria Beach.

With free WiFi, this 2-bedroom apartment features a TV, a washing machine and a fully equipped kitchen with a dishwasher and oven. For added privacy, the accommodation features a private entrance.

Popular points of interest near the apartment include Sagrada Familia, Casa Batllo and Picasso Museum. The nearest airport is Barcelona El Prat Airport, 14 km from Arc de Triomf Luxury Modern 2-Bedroom 2-Bathroom."
968,Enjoy Apartments Sagrada Familia IV,7.5,"Four-Bedroom Apartment
Entire apartment • 2 bathrooms
Free cancellation
Only 1 left at this price on our site","€ 6,077","Eixample, BarcelonaShow on map1.5 km from centreMetro accessBeach nearby","Situated in Barcelona, 2.8 km from Somorrostro Beach and 800 metres from Sagrada Familia, Enjoy Apartments Sagrada Familia IV offers air conditioning. Guests staying at this apartment have access to a fully equipped kitchen. Free WiFi is available throughout the property and Nova Icaria Beach is 2.7 km away.

The apartment features a TV. Towels and bed linen are available in the apartment.

Popular points of interest near the apartment include Casa Batllo, La Pedrera and Picasso Museum. The nearest airport is Barcelona El Prat Airport, 15 km from Enjoy Apartments Sagrada Familia IV."
969,Pl Universitat Bright and cozy 2BD - 2BTH,1.0,"Apartment
2 double beds
Free cancellation
Only 1 left at this price on our site","€ 3,087","Eixample, BarcelonaShow on map0.9 km from centreMetro accessBeach nearby","Boasting air-conditioned accommodation with a patio, Pl Universitat Bright and cozy 2BD - 2BTH is situated in Barcelona. It is set 1 km from Plaça Catalunya and offers a lift. The property is less than 1 km from the city centre and a 12-minute walk from Passeig de Gracia.

With free WiFi, this 2-bedroom apartment features a TV, a washing machine and a fully equipped kitchen with an oven and microwave. For added privacy, the accommodation features a private entrance.

Popular points of interest near the apartment include Passeig de Gracia Metro Station, Boqueria Market and Tivoli Theatre. The nearest airport is Barcelona El Prat Airport, 12 km from Pl Universitat Bright and cozy 2BD - 2BTH."
970,Comfortable 3-bedroom next to Sagrada Familia,7.0,"Apartment
4 beds (2 singles, 2 doubles)
Free cancellation
Only 1 left at this price on our site","€ 3,363","Eixample, BarcelonaShow on map2.4 km from centreMetro accessBeach nearby","You're eligible for a Genius discount at Comfortable 3-bedroom next to Sagrada Familia! To save at this property, all you have to do is sign in.
Situated in Barcelona, 2.1 km from La Pedrera and 2.6 km from Casa Batllo, Comfortable 3-bedroom next to Sagrada Familia offers air conditioning. It is set 3 km from Passeig de Gracia and features a lift. Free WiFi is available throughout the property and Sagrada Familia is 600 metres away.

The spacious apartment has 3 bedrooms, a TV and a fully equipped kitchen that provides guests with a dishwasher, an oven, a washing machine, a microwave and a fridge. For added privacy, the accommodation features a private entrance.

Passeig de Gracia Metro Station is 3.1 km from the apartment, while Palau de la Musica Catalana is 3.4 km from the property. The nearest airport is Barcelona El Prat Airport, 15 km from Comfortable 3-bedroom next to Sagrada Familia."
971,Modern and bright apartment in Eixample 5-1,6.0,"Apartment
4 beds (2 singles, 1 double, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site","€ 2,475","Eixample, BarcelonaShow on map1.8 km from centreMetro access","You're eligible for a Genius discount at Modern and bright apartment in Eixample 5-1! To save at this property, all you have to do is sign in.
Modern and bright apartment in Eixample 5-1 is situated in the Eixample district of Barcelona, 2 km from Casa Batllo, 2.6 km from Passeig de Gracia and 2.6 km from Plaça Catalunya. It is set 1.2 km from Magic Fountain of Montjuic and offers a lift. Free WiFi is available throughout the property and Sants Railway Station is 1.1 km away.

The spacious apartment has a patio, 2 bedrooms, a living room and a well-equipped kitchen with an oven and a microwave. A TV is offered. For added privacy, the accommodation features a private entrance.

Passeig de Gracia Metro Station is 2.7 km from the apartment, while La Pedrera is 2.8 km from the property. The nearest airport is Barcelona El Prat Airport, 11 km from Modern and bright apartment in Eixample 5-1."
972,Pedrera - Gràcia,7.7,"One-Bedroom Apartment - Carrer de Martínez de la Rosa, 24
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 50m²
2 beds (1 double, 1 sofa bed)
Only 1 left at this price on our site","€ 1,149","Gràcia, BarcelonaShow on map1.9 km from centreMetro access","Situated in Barcelona’s Gracia District, a 6-minute walk from Joanic Metro Station, Pedrera-Gracia offers fully equipped apartments with air conditioning and heating. Central Barcelona is 20 minutes away by metro.

The apartments include a living area with a flat-screen TV and dining table. Each has a kitchen equipped with a hob, washing machine, and microwave. WiFi is available at an extra charge and upon prior request.

The apartments have 1 or 2 bedrooms and a private bathroom with a shower and hairdryer. One apartment has a private balcony with outdoor furniture.

Situated in the heart of Gracia District, the apartments are minutes away from a number or trendy restaurants, artisan shops, and tapas bars. Paseo de Gracia Boulevard, with its exclusive boutiques and Gaudì’s buildings, is a 10-minute walk away."
973,Incredible 2BR Penthouse with Urban Rooftop Garden,9.6,"Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 148m²
3 beds (1 double, 1 sofa bed, 1 large double)
Only 1 left at this price on our site","€ 3,440","Eixample, BarcelonaShow on map1.2 km from centreMetro accessBeach nearby","You're eligible for a Genius discount at Incredible 2BR Penthouse with Urban Rooftop Garden! To save at this property, all you have to do is sign in.
Set within the Eixample district in Barcelona, Incredible 2BR Penthouse with Urban Rooftop Garden has air conditioning, a balcony, and garden views. Among the facilities at this property are a lift and luggage storage space, along with free WiFi throughout the property. The property is non-smoking and is situated 1.5 km from Magic Fountain of Montjuic.

The spacious apartment is fitted with 2 bedrooms, 2 bathrooms, bed linen, towels, a flat-screen TV with streaming services, a dining area, a fully equipped kitchen, and a terrace with mountain views. Guests can enjoy a meal on an outdoor dining area while overlooking the city views. The property offers inner courtyard views.

Guests can relax in the garden at the property.

Popular points of interest near the apartment include Passeig de Gracia, Plaça Catalunya and Passeig de Gracia Metro Station. The nearest airport is Barcelona El Prat Airport, 11 km from Incredible 2BR Penthouse with Urban Rooftop Garden."
974,AinB B&B Eixample-Muntaner,6.0,"Double Room
Beds: 1 double or 2 singles
Breakfast included
Only 5 rooms left at this price on our site","€ 1,094","Eixample, BarcelonaShow on map0.7 km from centreMetro accessBeach nearby","Set at the heart of historical Barcelona and near to many of its most popular sites, this carefully restored hotel is set in a charming, Neoclassical building.

The spacious rooms in the AinB B&B Eixample-Muntaner are elegantly decorated with organic colours to highlight the original features of the building.

Splendid decor includes soothing white walls punctuated by Barroque furniture and all is highlighted by plenty of natural light.

The hotel features a communal lounge and kitchen, allowing you to prepare your own meals before heading out to explore the city. Both the kitchen and the lounge are shared in the AinB B&B Eixample-Muntaner.

Stroll from this guest accommodation to the famous Las Ramblas  less than 5 minutes away by foot. Nearby are the spectacular Modernist buildings of La Pedrera and Casa Batlló  the well-known architectural work of Antoni Gaudí.

In the evening you can explore the neighbourhoods of Raval and the Gothic Quarter, where you will find numerous restaurants, bars and nightclubs."
