,hotel_name,rating,room_description,price,location_descirption,hotel_link,long_description
88,You Stylish Diagonal Apartments,7.5,"One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 77m²
2 beds (1 double, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site","€ 1,955",BarcelonaShow on map2.1 km from centre,https://www.booking.com/hotel/es/you-stylish-luxury-city-apartments.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=87&sr_order=popularity&srpvid=fb89a2ec06f10296&srepoch=1706656242&all_sr_blocks=39944213_344588512_0_0_0&highlighted_blocks=39944213_344588512_0_0_0&matching_block_id=39944213_344588512_0_0_0&sr_pri_blocks=39944213_344588512_0_0_0__195475&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"You're eligible for a Genius discount at You Stylish Diagonal Apartments! To save at this property, all you have to do issign in.Set in a Modernist building on Barcelona’s Diagonal Avenue, You Stylish Diagonal Apartments is located just 120 metres from Francesc Macià Square. These modern apartments offer free Wi-Fi and a flat-screen TV.

The air-conditioned, soundproofed apartments feature stylish décor with design furniture and parquet floors. Each one has a lounge-diner with a sofa, and the kitchens include a hob, oven, microwave and coffee maker. The bathrooms come with a hairdryer.

A swimming pool and small gym are located nearby, and surcharges are applicable.

A cleaning or babysitting service, as well as breakfast and other catering, are available for an extra charge. There are many shops, bars and restaurants within a 5-minute walk of You Stylish Diagonal Apartments.

You can walk to the top of the prestigious Passeig de Gràcia Boulevard in 13 minutes from You Stylish Diagonal Apartments. Located 10 minutes’ walk away, Hospital Clinic Metro Station connects you with Sants Station in 2 stops and Barcelona FC’s Camp Nou Stadium in 4 stops."
89,Catalonia Sagrada Familia,8.2,"Premium Double Room
Beds: 1 double or 2 singles
Free cancellation
No prepayment needed – pay at the property","€ 1,950","Sant Martí, BarcelonaShow on map2.6 km from centreMetro accessBeach nearby",https://www.booking.com/hotel/es/cataloniaaragon.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=88&sr_order=popularity&srpvid=fb89a2ec06f10296&srepoch=1706656242&all_sr_blocks=9058709_195192282_0_2_0&highlighted_blocks=9058709_195192282_0_2_0&matching_block_id=9058709_195192282_0_2_0&sr_pri_blocks=9058709_195192282_0_2_0__194956&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"A 15-minute walk from Gaudí's Sagrada Família, Catalonia Sagrada Familia is just 300 metres from Clot Metro and Train Station. It features a restaurant, a seasonal outdoor pool and a gym.

The Catalonia Sagrada Familia features traditional, bright décor and its rooms are have a desk, a mini fridge with complimentary water and a safety deposit box. Free Wi-Fi access is available.
All hotel rooms have smart TVs, which are equipped with Chromecast app.

The restaurant serves a range of Catalan and Mediterranean cuisine, as well as a buffet breakfast. The café-bar offers a selection of drinks and snacks throughout the day and there is also a bar.

Car hire is available on site, and staff at the Catalonia Sagrada Familia’s 24-hour reception can provide information on Barcelona and its many attractions. The hotel is 200 metres from the Torre Agbar Tower.

Clot Metro Station connects guests to the city centre in 4 stops and the airport train also stops here."
90,Serennia Cest Apartamentos Arc de Triomf,8.4,"Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 60m²
5 beds (4 singles, 1 sofa bed)
Free cancellation
No prepayment needed – pay at the property
Only 1 left at this price on our site","€ 2,081","Eixample, BarcelonaShow on map1.2 km from centreMetro accessBeach nearby",https://www.booking.com/hotel/es/serennia-hospitalet-de-llobregat.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=89&sr_order=popularity&srpvid=fb89a2ec06f10296&srepoch=1706656242&all_sr_blocks=34638920_328157956_3_0_0&highlighted_blocks=34638920_328157956_3_0_0&matching_block_id=34638920_328157956_3_0_0&sr_pri_blocks=34638920_328157956_3_0_0__208100&from=searchresults#hotelTmpl,"These modern apartments are located 5 minutes’ walk from Barcelona’s Arc de Triomf. Each air-conditioned apartment includes a flat-screen satellite TV and free Wi-Fi.

The apartments at Arc de Triomf Apartments feature parquet floors and light wood furniture. The modern kitchen has an oven, hob, washing machine and dishwasher.

There are plenty of bars, restaurants and supermarkets within a 2-minute walk of the apartments.

Arc de Triomf Apartments are just 200 metres from Estació del Nord Bus Station, and you can walk to Plaza Catalunya in 15 minutes. Ciutadela Park is a 10-minute walk away."
91,Vincci Gala,8.6,"Double or Twin Room
Beds: 1 double or 2 singles
Free cancellation
No prepayment needed – pay at the property","€ 2,538","Eixample, BarcelonaShow on map500 m from centreMetro accessBeach nearby",https://www.booking.com/hotel/es/vincci-gala.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=90&sr_order=popularity&srpvid=fb89a2ec06f10296&srepoch=1706656242&all_sr_blocks=73847401_338644193_0_2_0&highlighted_blocks=73847401_338644193_0_2_0&matching_block_id=73847401_338644193_0_2_0&sr_pri_blocks=73847401_338644193_0_2_0__253793&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"You're eligible for a Genius discount at Vincci Gala! To save at this property, all you have to do issign in.Located in the heart of Barcelona, Vincci Gala hotel offers luxurious rooms in a protected 19th-century palace. Free Wi-Fi is available.

The orginal façade, floor and central staircase of this unique hotel have all been preserved, creating a balance of traditional arquitecture and modern design.

The air-conditioned rooms include a private bathroom with hairdryer, free toiletries, and bath or shower. The rooms also come with a free laptop safe, extra large beds, satellite TV with pay-per-view channels, and a minibar.

A restaurant and snack bar are available on-site, and the hotel offers a breakfast buffet. Laundry and car rental services are available at a surcharge, and the property can provide tourist information.

Vincci Gala hotel is located opposite Urquinaona Metro Station, 2 minutes' walk from Plaça Catalunya Square.  There are many bars, restaurants and shops in the surroundings, and you can reach Gaudi's La Sagrada Familia in 15 minutes by metro."
92,Ilunion Les Corts Spa,7.9,"Twin Room
Beds: 1 double or 2 singles
Free cancellation","€ 1,509","Les Corts, BarcelonaShow on map4.8 km from centreMetro access",https://www.booking.com/hotel/es/ilunionlescorts.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=91&sr_order=popularity&srpvid=fb89a2ec06f10296&srepoch=1706656242&all_sr_blocks=9126303_351711654_0_2_0&highlighted_blocks=9126303_351711654_0_2_0&matching_block_id=9126303_351711654_0_2_0&sr_pri_blocks=9126303_351711654_0_2_0__150900&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"You're eligible for a Genius discount at Ilunion Les Corts Spa! To save at this property, all you have to do issign in.Ilunion Les Corts Spa features a seasonal outdoor swimming pool, fitness centre, a terrace and bar in Barcelona. With free WiFi, this 4-star hotel offers room service and a 24-hour front desk. The accommodation provides a concierge service, a tour desk and currency exchange for guests.

The hotel will provide guests with air-conditioned rooms with a desk, a kettle, a minibar, a safety deposit box, a flat-screen TV and a private bathroom with a bidet. At Ilunion Les Corts Spa every room comes with bed linen and towels.

A gluten-free breakfast is available daily at the accommodation.

Camp Nou is less than 1 km from Ilunion Les Corts Spa, while Sants Railway Station is 3.5 km away. The nearest airport is Barcelona El Prat Airport, 11 km from the hotel.

The hotel is a 15-minute drive from Plaza España, from where the shuttles leave to the Montjuic field."
93,Bcn Paseo De Gracia Rocamora Apartment,9.1,"Two-Bedroom Apartment with Terrace - Attic - Casp, 30
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 57m²
3 beds (2 singles, 1 double)
Free cancellation
Only 1 left at this price on our site","€ 2,562","Eixample, BarcelonaShow on map0.8 km from centreMetro accessBeach nearby",https://www.booking.com/hotel/es/bcn-paseo-de-gracia-aparment.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=92&sr_order=popularity&srpvid=fb89a2ec06f10296&srepoch=1706656242&all_sr_blocks=73058506_376445395_4_0_0&highlighted_blocks=73058506_376445395_4_0_0&matching_block_id=73058506_376445395_4_0_0&sr_pri_blocks=73058506_376445395_4_0_0__256220&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"You're eligible for a Genius discount at Bcn Paseo De Gracia Rocamora Apartment! To save at this property, all you have to do issign in.Bcn Paseo De Gracia Rocamora Apartment has three different addresses: In Paseo de Gracia 51 there are several apartments with two and three bedrooms; Pau Claris street 97 is a 3-bedroom penthouse with a terrace and Caspe street 30 is a 2-bedroom penthouse with a terrace.

The three buildings are very close together and offer modern apartments with free Wi-Fi and a private balcony or terrace.

Air-conditioned and heated, the apartments include a living area with a flat-screen TV and DVD player. Each has a modern kitchen, equipped with an oven, dishwasher, and washing machine.

Bcn Paseo De Gracia Rocamora Apartment also includes a private bathroom with a bath or a shower. Hairdryer, towels and bed linen are provided.

Centrally located, the apartments are within a 10-minute of Las Ramblas, and La Pedrera in around 10 minutes away on foot. Regular airport train leaves from Passeig de Gracia Train Station, located within 200 metres of the apartments."
94,Sixtytwo Hotel,9.2,"Standard Double Room
Beds: 1 double or 2 singles
Free cancellation","€ 2,982","Eixample, BarcelonaShow on map0.8 km from centreMetro accessBeach nearby",https://www.booking.com/hotel/es/sixtytwo-barcelona.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=93&sr_order=popularity&srpvid=fb89a2ec06f10296&srepoch=1706656242&all_sr_blocks=18918409_269355254_0_2_0&highlighted_blocks=18918409_269355254_0_2_0&matching_block_id=18918409_269355254_0_2_0&sr_pri_blocks=18918409_269355254_0_2_0__298172&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"You're eligible for a Genius discount at Sixtytwo Hotel! To save at this property, all you have to do issign in.Situated next to Barcelona’s Passeig de Gracia Station, this boutique hotel offers a stylish lounge. Rooms include a flat-screen TV and free WiFi.

The Sixtytwo Hotel is set in a typical 19th-century building. Each elegant room comes with a Nespresso coffee machine and a minibar. Some overlook Passeig de Gràcia Boulevard, while others overlook the hotel´s charming Japanese-style garden.

A continental breakfast is served daily at a cafe nearby. Staff at the 24-hour reception can help arrange car hire.

This boutique hotel offers 45 spacious and stylish rooms. It is situated in Barcelona's famous Passeig de Gràcia, next to Diagonal Avenue, the city’s best shopping area, where you can also find a wide variety of restaurants and tapas bars.

Hotel Sixtytwo is across the road from Gaudí’s Casa Batlló, and La Pedrera is just 3 minutes' walk away. It is just a 10-minute walk from Plaza Catalunya. Nearby Passeig de Gràcia Station offers Metro services and direct airport trains."
95,"Torre Melina, a Gran Meliá Hotel",,"Deluxe
Multiple bed types
Breakfast included
Free cancellation
No prepayment needed – pay at the property","€ 2,873","Les Corts, BarcelonaShow on map5.1 km from centreMetro access",https://www.booking.com/hotel/es/torre-melina-gran-melia-hotel.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=94&sr_order=popularity&srpvid=fb89a2ec06f10296&srepoch=1706656242&all_sr_blocks=59121446_385315860_2_1_0&highlighted_blocks=59121446_385315860_2_1_0&matching_block_id=59121446_385315860_2_1_0&sr_pri_blocks=59121446_385315860_2_1_0__287256&from=searchresults#hotelTmpl,"You're eligible for a Genius discount at Torre Melina, a Gran Meliá Hotel! To save at this property, all you have to do issign in.Set in 25,000 square metres of beautiful gardens and offering fantastic views of Barcelona, Torre Melina, a Gran Meliá Hotel is a luxury hotel set on Diagonal Avenue.

With unique experiences that will make this accommodation a benchmark in the Catalan capital, with access to the Palau de Congressos de Catalunya, the gardens of Torre Melina, and signature restaurants such as Erre Errechu and a cocktail bar by Erik Lorincz.

Spacious, air-conditioned rooms include a flat-screen TV, a minibar and a private bathroom with hairdryer and free toiletries.

The Torre Melina, a Gran Meliá Hotel is 15 minutes walk from FC Barcelona Camp Nou stadium. Zona Universitaria Metro Stop is 450 metres away, connecting you with the city centre in under 20 minutes.

Opening dates of the hotel's different spaces: Erre Urrechu 21.02, Chroma 15.04, Gala Terrace Easter - End of March, Beso Barcelona Restaurant May, Rooftop June and Spa May."
96,"Hotel Bagués, a Small Luxury Hotel of the World",8.6,"Superior Double or Twin Room
Beds: 1 double or 2 singles
Free cancellation
No prepayment needed – pay at the property","€ 2,469","Ciutat Vella, BarcelonaShow on map500 m from centreMetro accessBeach nearby",https://www.booking.com/hotel/es/bagues.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=95&sr_order=popularity&srpvid=fb89a2ec06f10296&srepoch=1706656242&all_sr_blocks=31588401_278242345_0_2_0&highlighted_blocks=31588401_278242345_0_2_0&matching_block_id=31588401_278242345_0_2_0&sr_pri_blocks=31588401_278242345_0_2_0__246916&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"A rooftop pool and bar with fantastic city views are offered at this 5-star boutique hotel, situated on Las Ramblas. Each stylish room displays a unique item of jewellery from the Masriera Museum.

Hotel Bagués is set in the restored El Regulador Palace, once a jewellery workshop, and it is built in a romantic, classical style, which gives it the Speciality Monument status. It still houses the Masriera Jewellery Museum.

Rooms are decorated in deep colours, with ebony furniture and details in gold leaf. An iPod dock, flat-screen satellite TV and free soft drinks minibar are included. Many rooms also have views of La Rambla.

Situated in the Gothic Quarter, Hotel Bagués is a 5-minute walk from Barcelona Cathedral. Just 300 metres away, Plaza Catalunya Square offers excellent bus and Metro links.

Modern fusion cuisine is served in El Regulador Bistro. This includes creative versions of typical Catalan dishes. Room service is available 24 hours a day."
97,MH Apartments Sant Pau,8.3,"Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 70m²
4 beds (3 singles, 1 sofa bed)
Free cancellation
No prepayment needed – pay at the property
Only 2 left at this price on our site","€ 2,000","Horta-Guinardó, BarcelonaShow on map2.3 km from centre",https://www.booking.com/hotel/es/sensation-urban-style.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=96&sr_order=popularity&srpvid=fb89a2ec06f10296&srepoch=1706656242&all_sr_blocks=46678503_265084511_2_0_0&highlighted_blocks=46678503_265084511_2_0_0&matching_block_id=46678503_265084511_2_0_0&sr_pri_blocks=46678503_265084511_2_0_0__200000&from=searchresults#hotelTmpl,"MH Apartments Sant Pau are located just 7 minutes’ walk from Gaudi’s famous Sagrada Família, in Barcelona. These modern, air-conditioned apartments feature free WiFi and a flat-screen TV.

MH Apartments Sant Pau have parquet floors. There is also a washing machine and dishwasher. Bed linen and towels are provided.

There are various restaurants, bars and supermarkets located in the streets around the apartments. The charming Bohemian district of Gràcia is just 5 minutes' walk away.

The amazing Hospital de Sant Pau, a UNESCO World Heritage Site, is just 8 minutes’ walk from the apartments. Located a 7-minute walk away, Joanic Metro Station connects you with Barcelona City Centre and the Gothic Quarter in under 10 minutes.

Private parking is available 300 metres from the property, for an extra cost."
98,Gaudi Hotel,8.2,"Triple Room
Multiple bed types
Free cancellation","€ 2,070","Ciutat Vella, BarcelonaShow on map1 km from centreMetro accessBeach nearby",https://www.booking.com/hotel/es/gaudi-barcelona.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=97&sr_order=popularity&srpvid=fb89a2ec06f10296&srepoch=1706656242&all_sr_blocks=9269803_0_2_0_0&highlighted_blocks=9269803_0_2_0_0&matching_block_id=9269803_0_2_0_0&sr_pri_blocks=9269803_0_2_0_0__207024&from=searchresults#hotelTmpl,"You're eligible for a Genius discount at Gaudi Hotel! To save at this property, all you have to do issign in.Located just 50 metres from the famous Las Ramblas in Barcelona, Gaudi Hotel features a shared terrace with views of the Palau Güell and the city. Free WiFi is available.

The hotel is 300 metres from Liceu Metro Station. You can visit many of the city’s attractions on foot. The Boqueria Market is 450 metres from the hotel. The Port and Maremagnum Shopping Centre are a 10-minute walk away.

All air-conditioned rooms at the Gaudi Hotel have a private bathroom and a TV. Some have a private balcony and safe. Rooms are modern, with wooden floors, and some offer excellent views of the city or Palau Güell.

A continental breakfast is served in the Gaudi’s restaurant. There is a bar and a snack bar.

There is a 24-hour front desk, and a laundry and ironing service are available. Guests also have free use of the hotel's 2 computers with internet access."
99,Charmsuites Nou Rambla,7.6,"One-Bedroom Apartment
3 beds (2 singles, 1 sofa bed)
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site","€ 1,836","Sants-Montjuïc, BarcelonaShow on map1.4 km from centreMetro accessBeach nearby",https://www.booking.com/hotel/es/charmsuites-com-ii.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=98&sr_order=popularity&srpvid=fb89a2ec06f10296&srepoch=1706656242&all_sr_blocks=36441202_288660682_2_0_0&highlighted_blocks=36441202_288660682_2_0_0&matching_block_id=36441202_288660682_2_0_0&sr_pri_blocks=36441202_288660682_2_0_0__183600&from=searchresults#hotelTmpl,"Set just off Avinguda Paral.lel, Charmsuites Nou Rambla offers bright, stylish apartments with free Wi-Fi. Paral·lel Metro and Funicular Station is within 100 metres of the property.

Each spacious apartment at Charmsuites Nou Rambla has a living area with a flat-screen TV and a DVD player. There is a dining area, and a kitchen with an electric hob, oven, coffee maker and fridge.

Shops can be found in the streets surrounding the hotel. There are many cafés, bars and restaurants in the nearby Raval district and on Las Ramblas, a 10-minute walk away.

Barcelona’s Old Port is less than 1 km from the apartments. Plaza España Square, the Fira Exhibition Centre and Sants Railway Station can be reached in 10 minutes by Metro."
100,Apartments Sixtyfour,9.2,"Two-Bedroom Apartment with Parking
Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 80m²
4 beds (2 singles, 1 double, 1 sofa bed)
Free cancellation
Only 1 left at this price on our site","€ 3,603","Eixample, BarcelonaShow on map0.8 km from centreMetro accessBeach nearby",https://www.booking.com/hotel/es/sixtyfour-apartments.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=99&sr_order=popularity&srpvid=fb89a2ec06f10296&srepoch=1706656242&all_sr_blocks=27146308_368438737_4_2_0&highlighted_blocks=27146308_368438737_4_2_0&matching_block_id=27146308_368438737_4_2_0&sr_pri_blocks=27146308_368438737_4_2_0__360336&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"You're eligible for a Genius discount at Apartments Sixtyfour! To save at this property, all you have to do issign in.Apartments Sixtyfour are situated on Passeig de Gracia Boulevard, opposite the famous Gaudi building, Casa Batlló. These design apartments have air conditioning and a flat-screen TV.

Apartments Sixtyfour are a 10-minute walk from Plaza Catalunya Square and Las Ramblas. The apartments are next to Passeig de Gracia Station. This Metro and train station offers direct links to Barcelona Airport. The property offers information on other touristic options in the city.

Each apartment has wooden floors and elegant modern décor. Living areas come with a double sofa bed. The stylish kitchens include an oven, ceramic hob and dishwasher.

A continental breakfast is served in a cafeteria nearby.

Bed linen and towels are included in all apartments. Basic cleaning products and cooking items are also provided. Several supermarkets can be found within 800 metres of the apartments."
101,Aparthotel Arai 4* Superior,9.0,"Executive Room
1 double bed
Free cancellation
No prepayment needed – pay at the property
Only 3 rooms left at this price on our site","€ 2,301","Ciutat Vella, BarcelonaShow on map0.9 km from centreMetro accessBeach nearby",https://www.booking.com/hotel/es/arai-4-s-monument.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-372490&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=100&sr_order=popularity&srpvid=fb89a2ec06f10296&srepoch=1706656242&all_sr_blocks=48248702_278242368_0_0_0&highlighted_blocks=48248702_278242368_0_0_0&matching_block_id=48248702_278242368_0_0_0&sr_pri_blocks=48248702_278242368_0_0_0__230090&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Set in the heart of Barcelona’s Gothic Quarter, Aparthotel Arai 4* Superior features an outdoor swimming pool, a gym with a sauna, and a rooftop terrace with city views. from its two terraces with jacuzzi.

The Arai is set in an 18th-century building and features stunning frescos on the façades, which are part of the architectural Heritage, historical and artistic of Barcelona, which gives it the Speciality Monument status.

Rooms feature a stylish, rustic décor with exposed stone walls and large windows. The air-conditioned rooms include free Wi-Fi and flat-screen satellite TV. They have a sofa and a small kitchenette with a fridge, microwave and coffee maker. Private bathrooms include free toiletries and a hairdryer.

Aparthotel Arai features Restaurant Palosanto, a classic tavern offering  tapas and Kokka, the first Peruvian bar in Barcelona.

Las Ramblas Avenue and Liceu Metro Station are just 5 minutes’ walk away. Airport buses leave from Plaza Catalunya, 950 metres away. Barcelona’s Port Vell is 10 minutes’ walk from Aparthotel Arai 4* Superior."
